driverid,truckid,model,event,latitude,longitude,city,state,velocity,event_ind,idling_ind
A39,A39,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,27,0,0
A39,A39,Caterpillar,normal,36.852455,-121.401602,Hollister,California,56,0,0
A90,A90,Ford,normal,39.409608,-123.355566,Willits,California,0,0,1
A98,A98,Volvo,normal,38.752124,-121.288006,Roseville,California,0,0,1
A23,A23,Ford,normal,38.440467,-122.714431,Santa Rosa,California,58,0,0
A63,A63,Ford,normal,32.61768,-116.187424,Jacumba,California,0,0,1
A91,A91,Navistar,normal,37.77493,-122.419416,San Francisco,California,16,0,0
A11,A11,Peterbilt,normal,40.563763,-122.238892,Palo Cedro,California,42,0,0
A91,A91,Navistar,normal,33.846404,-118.046731,La Palma,California,0,0,1
A100,A100,Peterbilt,normal,39.145725,-121.591355,Marysville,California,58,0,0
A53,A53,Navistar,normal,34.500831,-117.185876,Apple Valley,California,43,0,0
A31,A31,Kenworth,normal,34.953034,-120.435719,Santa Maria,California,40,0,0
A14,A14,Crane,normal,34.020011,-117.949508,La Puente,California,0,0,1
A66,A66,Caterpillar,normal,37.639097,-120.996878,Modesto,California,29,0,0
A71,A71,Peterbilt,normal,32.61768,-116.187424,Jacumba,California,47,0,0
A58,A58,Ford,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A77,A77,Ford,normal,37.962146,-122.345526,San Pablo,California,0,0,1
A71,A71,Peterbilt,normal,32.811161,-115.380264,Holtville,California,58,0,0
A38,A38,Hino,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
A44,A44,Peterbilt,lane departure,38.716687,-121.364422,Antelope,California,24,1,0
A1,A1,Freightliner,normal,39.017396,-122.057748,Arbuckle,California,64,0,0
A44,A44,Peterbilt,normal,39.409608,-123.355566,Willits,California,40,0,0
A56,A56,Caterpillar,normal,38.805462,-123.017223,Cloverdale,California,74,0,0
A9,A9,Volvo,overspeed,33.846404,-118.046731,La Palma,California,88,1,0
A14,A14,Crane,normal,34.500831,-117.185876,Apple Valley,California,75,0,0
A90,A90,Ford,normal,39.409608,-123.355566,Willits,California,71,0,0
A27,A27,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,56,0,0
A94,A94,Volvo,normal,38.716687,-121.364422,Antelope,California,0,0,1
A85,A85,Ford,normal,38.440467,-122.714431,Santa Rosa,California,55,0,0
A51,A51,Crane,normal,38.297538,-122.286865,Napa,California,42,0,0
A39,A39,Caterpillar,normal,38.716687,-121.364422,Antelope,California,22,0,0
A16,A16,Navistar,normal,39.017396,-122.057748,Arbuckle,California,63,0,0
A97,A97,Caterpillar,normal,37.639097,-120.996878,Modesto,California,60,0,0
A33,A33,Caterpillar,normal,39.409608,-123.355566,Willits,California,49,0,0
A29,A29,Ford,normal,34.106676,-117.806726,San Dimas,California,0,0,1
A98,A98,Volvo,normal,33.683947,-117.794694,Irvine,California,68,0,0
A16,A16,Navistar,normal,39.409608,-123.355566,Willits,California,48,0,0
A9,A9,Volvo,normal,41.526509,-124.038407,Klamath,California,40,0,0
A3,A3,Ford,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A2,A2,Ford,normal,32.61768,-116.187424,Jacumba,California,0,0,1
A39,A39,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A39,A39,Caterpillar,normal,38.716687,-121.364422,Antelope,California,73,0,0
A12,A12,Caterpillar,normal,39.409608,-123.355566,Willits,California,62,0,0
A14,A14,Crane,normal,37.941325,-122.484704,San Quentin,California,35,0,0
A52,A52,Ford,normal,38.752124,-121.288006,Roseville,California,0,0,1
A54,A54,Western Star,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A96,A96,Peterbilt,normal,36.977173,-121.899402,Aptos,California,29,0,0
A43,A43,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,35,0,0
A38,A38,Hino,normal,40.563763,-122.238892,Palo Cedro,California,37,0,0
A41,A41,Navistar,normal,39.409608,-123.355566,Willits,California,65,0,0
A61,A61,Freightliner,unsafe tail distance,40.563763,-122.238892,Palo Cedro,California,15,1,0
A42,A42,Volvo,normal,39.409608,-123.355566,Willits,California,73,0,0
A86,A86,Ford,normal,34.579434,-118.116461,Palmdale,California,15,0,0
A81,A81,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,70,0,0
A32,A32,Hino,normal,41.526509,-124.038407,Klamath,California,70,0,0
A34,A34,Freightliner,normal,34.500831,-117.185876,Apple Valley,California,0,0,1
A66,A66,Caterpillar,normal,39.409608,-123.355566,Willits,California,75,0,0
A17,A17,Western Star,normal,32.61768,-116.187424,Jacumba,California,62,0,0
A28,A28,Caterpillar,normal,33.846404,-118.046731,La Palma,California,75,0,0
A10,A10,Peterbilt,normal,37.941325,-122.484704,San Quentin,California,17,0,0
A69,A69,Volvo,normal,36.977173,-121.899402,Aptos,California,0,0,1
A73,A73,Oshkosh,normal,35.373292,-119.018712,Bakersfield,California,46,0,0
A35,A35,Ford,normal,37.77493,-122.419416,San Francisco,California,31,0,0
A67,A67,Ford,normal,36.471865,-6.196595,San Fernando,California,43,0,0
A1,A1,Freightliner,normal,37.639097,-120.996878,Modesto,California,16,0,0
A72,A72,Caterpillar,unsafe following distance,33.846404,-118.046731,La Palma,California,0,1,1
A31,A31,Kenworth,normal,38.716687,-121.364422,Antelope,California,40,0,0
A10,A10,Peterbilt,normal,37.941325,-122.484704,San Quentin,California,64,0,0
A97,A97,Caterpillar,normal,36.977173,-121.899402,Aptos,California,75,0,0
A30,A30,Ford,normal,38.019366,-122.134132,Martinez,California,24,0,0
A31,A31,Kenworth,normal,37.77493,-122.419416,San Francisco,California,49,0,0
A39,A39,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,27,0,0
A97,A97,Caterpillar,unsafe tail distance,34.106676,-117.806726,San Dimas,California,45,1,0
A55,A55,Caterpillar,normal,32.715329,-117.157255,San Diego,California,0,0,1
A36,A36,Ford,normal,34.019454,-118.491191,Santa Monica,California,53,0,0
A49,A49,Caterpillar,normal,34.44805,-119.242889,Ojai,California,17,0,0
A88,A88,Hino,normal,38.799703,-121.720574,Knights Landing,California,73,0,0
A27,A27,Peterbilt,normal,37.962146,-122.345526,San Pablo,California,60,0,0
A36,A36,Ford,normal,34.579434,-118.116461,Palmdale,California,46,0,0
A65,A65,Hino,normal,34.500831,-117.185876,Apple Valley,California,60,0,0
A49,A49,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,56,0,0
A55,A55,Caterpillar,normal,38.130197,-121.272447,Lodi,California,35,0,0
A56,A56,Caterpillar,normal,37.941325,-122.484704,San Quentin,California,48,0,0
A12,A12,Caterpillar,normal,34.953034,-120.435719,Santa Maria,California,67,0,0
A87,A87,Kenworth,normal,37.441883,-122.143019,Palo Alto,California,43,0,0
A53,A53,Navistar,unsafe tail distance,38.440467,-122.714431,Santa Rosa,California,46,1,0
A91,A91,Navistar,normal,40.761243,-123.994778,Kneeland,California,35,0,0
A29,A29,Ford,normal,33.19587,-117.379483,Oceanside,California,0,0,1
A7,A7,Ford,normal,34.44805,-119.242889,Ojai,California,0,0,1
A100,A100,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A2,A2,Ford,normal,32.61768,-116.187424,Jacumba,California,56,0,0
A39,A39,Caterpillar,normal,38.716687,-121.364422,Antelope,California,0,0,1
A53,A53,Navistar,normal,39.150171,-123.207783,Ukiah,California,62,0,0
A42,A42,Volvo,normal,38.440467,-122.714431,Santa Rosa,California,19,0,0
A24,A24,Navistar,normal,38.130197,-121.272447,Lodi,California,54,0,0
A88,A88,Hino,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
A54,A54,Western Star,normal,35.373292,-119.018712,Bakersfield,California,0,0,1
A34,A34,Freightliner,normal,38.799703,-121.720574,Knights Landing,California,34,0,0
A77,A77,Ford,normal,37.484938,-119.966284,Mariposa,California,37,0,0
A53,A53,Navistar,normal,40.58654,-122.391675,Redding,California,51,0,0
A24,A24,Navistar,normal,37.005782,-121.568275,Gilroy,California,26,0,0
A27,A27,Peterbilt,normal,37.484938,-119.966284,Mariposa,California,73,0,0
A61,A61,Freightliner,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A84,A84,Freightliner,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A61,A61,Freightliner,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
A22,A22,Caterpillar,normal,39.409608,-123.355566,Willits,California,48,0,0
A12,A12,Caterpillar,unsafe tail distance,37.77493,-122.419416,San Francisco,California,63,1,0
A28,A28,Caterpillar,normal,33.846404,-118.046731,La Palma,California,36,0,0
A53,A53,Navistar,normal,38.440467,-122.714431,Santa Rosa,California,22,0,0
A35,A35,Ford,normal,37.968812,-121.668008,Knightsen,California,39,0,0
A39,A39,Caterpillar,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A81,A81,Peterbilt,normal,37.77493,-122.419416,San Francisco,California,0,0,1
A26,A26,Peterbilt,normal,37.77493,-122.419416,San Francisco,California,0,0,1
A82,A82,Caterpillar,normal,38.297538,-122.286865,Napa,California,56,0,0
A75,A75,Hino,normal,37.441883,-122.143019,Palo Alto,California,62,0,0
A1,A1,Freightliner,normal,34.579434,-118.116461,Palmdale,California,0,0,1
A37,A37,Kenworth,normal,34.435829,-119.827639,Goleta,California,41,0,0
A77,A77,Ford,normal,35.373292,-119.018712,Bakersfield,California,68,0,0
A55,A55,Caterpillar,normal,37.957702,-121.29078,Stockton,California,54,0,0
A82,A82,Caterpillar,normal,38.130197,-121.272447,Lodi,California,48,0,0
A97,A97,Caterpillar,overspeed,38.130197,-121.272447,Lodi,California,88,1,0
A49,A49,Caterpillar,normal,34.500831,-117.185876,Apple Valley,California,27,0,0
A5,A5,Hino,normal,33.846404,-118.046731,La Palma,California,71,0,0
A60,A60,Caterpillar,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
A32,A32,Hino,normal,38.297538,-122.286865,Napa,California,33,0,0
A98,A98,Volvo,normal,38.36408,-122.524149,Glen Ellen,California,50,0,0
A24,A24,Navistar,normal,36.852455,-121.401602,Hollister,California,60,0,0
A7,A7,Ford,normal,40.563763,-122.238892,Palo Cedro,California,0,0,1
A86,A86,Ford,normal,38.716687,-121.364422,Antelope,California,39,0,0
A33,A33,Caterpillar,normal,32.61768,-116.187424,Jacumba,California,16,0,0
A12,A12,Caterpillar,unsafe following distance,37.962146,-122.345526,San Pablo,California,0,1,1
A56,A56,Caterpillar,normal,33.683947,-117.794694,Irvine,California,68,0,0
A42,A42,Volvo,normal,35.373292,-119.018712,Bakersfield,California,75,0,0
A15,A15,Ford,normal,40.563763,-122.238892,Palo Cedro,California,16,0,0
A39,A39,Caterpillar,normal,39.409608,-123.355566,Willits,California,42,0,0
A11,A11,Peterbilt,normal,40.563763,-122.238892,Palo Cedro,California,67,0,0
A65,A65,Hino,normal,38.440467,-122.714431,Santa Rosa,California,50,0,0
A10,A10,Peterbilt,normal,34.354166,-119.059271,Santa Paula,California,0,0,1
A33,A33,Caterpillar,normal,37.441883,-122.143019,Palo Alto,California,69,0,0
A94,A94,Volvo,normal,38.440467,-122.714431,Santa Rosa,California,33,0,0
A71,A71,Peterbilt,normal,37.957702,-121.29078,Stockton,California,57,0,0
A96,A96,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,18,0,0
A15,A15,Ford,normal,35.373292,-119.018712,Bakersfield,California,71,0,0
A74,A74,Kenworth,lane departure,38.440467,-122.714431,Santa Rosa,California,74,1,0
A60,A60,Caterpillar,normal,34.354166,-119.059271,Santa Paula,California,56,0,0
A10,A10,Peterbilt,normal,34.500831,-117.185876,Apple Valley,California,68,0,0
A98,A98,Volvo,normal,32.61768,-116.187424,Jacumba,California,43,0,0
A74,A74,Kenworth,normal,34.579434,-118.116461,Palmdale,California,0,0,1
A17,A17,Western Star,normal,32.61768,-116.187424,Jacumba,California,67,0,0
A72,A72,Caterpillar,normal,38.019366,-122.134132,Martinez,California,51,0,0
A70,A70,Peterbilt,normal,39.017396,-122.057748,Arbuckle,California,40,0,0
A97,A97,Caterpillar,lane departure,37.005782,-121.568275,Gilroy,California,31,1,0
A32,A32,Hino,normal,37.005782,-121.568275,Gilroy,California,66,0,0
A33,A33,Caterpillar,normal,37.441883,-122.143019,Palo Alto,California,36,0,0
A16,A16,Navistar,normal,37.639097,-120.996878,Modesto,California,20,0,0
A58,A58,Ford,normal,37.968812,-121.668008,Knightsen,California,0,0,1
A63,A63,Ford,normal,38.716687,-121.364422,Antelope,California,70,0,0
A8,A8,Navistar,normal,38.440467,-122.714431,Santa Rosa,California,51,0,0
A33,A33,Caterpillar,normal,37.441883,-122.143019,Palo Alto,California,19,0,0
A38,A38,Hino,normal,36.746842,-119.772587,Fresno,California,34,0,0
A59,A59,Ford,normal,34.019454,-118.491191,Santa Monica,California,17,0,0
A95,A95,Peterbilt,normal,37.941325,-122.484704,San Quentin,California,47,0,0
A85,A85,Ford,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A29,A29,Ford,normal,37.957702,-121.29078,Stockton,California,23,0,0
A53,A53,Navistar,normal,34.44805,-119.242889,Ojai,California,64,0,0
A4,A4,Kenworth,normal,34.136119,-117.865339,Glendora,California,73,0,0
A93,A93,Navistar,normal,39.017396,-122.057748,Arbuckle,California,69,0,0
A63,A63,Ford,normal,32.811161,-115.380264,Holtville,California,32,0,0
A73,A73,Oshkosh,normal,36.746842,-119.772587,Fresno,California,70,0,0
A57,A57,Freightliner,normal,33.663357,-116.310009,La Quinta,California,54,0,0
A64,A64,Kenworth,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A95,A95,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A89,A89,Caterpillar,normal,34.106676,-117.806726,San Dimas,California,75,0,0
A39,A39,Caterpillar,normal,38.716687,-121.364422,Antelope,California,60,0,0
A63,A63,Ford,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
A61,A61,Freightliner,normal,38.440467,-122.714431,Santa Rosa,California,29,0,0
A44,A44,Peterbilt,normal,32.811161,-115.380264,Holtville,California,35,0,0
A13,A13,Oshkosh,normal,38.130197,-121.272447,Lodi,California,60,0,0
A5,A5,Hino,normal,38.130197,-121.272447,Lodi,California,53,0,0
A92,A92,Volvo,normal,38.440467,-122.714431,Santa Rosa,California,60,0,0
A41,A41,Navistar,normal,33.743076,-117.109197,Homeland,California,61,0,0
A15,A15,Ford,normal,35.373292,-119.018712,Bakersfield,California,43,0,0
A54,A54,Western Star,normal,39.409608,-123.355566,Willits,California,0,0,1
A94,A94,Volvo,normal,32.61768,-116.187424,Jacumba,California,62,0,0
A58,A58,Ford,unsafe tail distance,37.968812,-121.668008,Knightsen,California,18,1,0
A10,A10,Peterbilt,normal,37.941325,-122.484704,San Quentin,California,0,0,1
A23,A23,Ford,normal,38.440467,-122.714431,Santa Rosa,California,16,0,0
A22,A22,Caterpillar,normal,39.409608,-123.355566,Willits,California,0,0,1
A98,A98,Volvo,normal,33.19587,-117.379483,Oceanside,California,0,0,1
A42,A42,Volvo,normal,38.440467,-122.714431,Santa Rosa,California,36,0,0
A37,A37,Kenworth,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
A87,A87,Kenworth,normal,37.441883,-122.143019,Palo Alto,California,0,0,1
A21,A21,Hino,normal,32.61768,-116.187424,Jacumba,California,39,0,0
A4,A4,Kenworth,normal,38.440467,-122.714431,Santa Rosa,California,0,0,1
A8,A8,Navistar,normal,37.968812,-121.668008,Knightsen,California,31,0,0
A26,A26,Peterbilt,normal,34.500831,-117.185876,Apple Valley,California,17,0,0
A91,A91,Navistar,normal,34.44805,-119.242889,Ojai,California,53,0,0
A66,A66,Caterpillar,normal,38.716687,-121.364422,Antelope,California,0,0,1
A28,A28,Caterpillar,normal,39.017396,-122.057748,Arbuckle,California,27,0,0
A14,A14,Crane,normal,37.941325,-122.484704,San Quentin,California,16,0,0
A91,A91,Navistar,normal,40.761243,-123.994778,Kneeland,California,44,0,0
A18,A18,Caterpillar,normal,39.409608,-123.355566,Willits,California,55,0,0
A48,A48,Peterbilt,normal,32.811161,-115.380264,Holtville,California,23,0,0
A78,A78,Navistar,normal,38.130197,-121.272447,Lodi,California,0,0,1
A35,A35,Ford,normal,37.77493,-122.419416,San Francisco,California,0,0,1
A36,A36,Ford,normal,38.130197,-121.272447,Lodi,California,50,0,0
A99,A99,Peterbilt,unsafe following distance,33.743076,-117.109197,Homeland,California,0,1,1
A69,A69,Volvo,normal,36.977173,-121.899402,Aptos,California,70,0,0
A92,A92,Volvo,normal,38.440467,-122.714431,Santa Rosa,California,74,0,0
A84,A84,Freightliner,normal,40.563763,-122.238892,Palo Cedro,California,57,0,0
A3,A3,Ford,normal,38.161861,-121.611621,Isleton,California,74,0,0
A94,A94,Volvo,normal,32.811161,-115.380264,Holtville,California,0,0,1
A27,A27,Peterbilt,normal,39.409608,-123.355566,Willits,California,45,0,0
A54,A54,Western Star,normal,39.230151,-121.136075,Rough and Ready,California,23,0,0
A63,A63,Ford,normal,38.716687,-121.364422,Antelope,California,0,0,1
A26,A26,Peterbilt,normal,40.58654,-122.391675,Redding,California,30,0,0
A82,A82,Caterpillar,normal,38.130197,-121.272447,Lodi,California,74,0,0
A100,A100,Peterbilt,normal,37.484938,-119.966284,Mariposa,California,69,0,0
A4,A4,Kenworth,lane departure,39.145725,-121.591355,Marysville,California,55,1,0
A58,A58,Ford,normal,34.136119,-117.865339,Glendora,California,0,0,1
A59,A59,Ford,normal,38.297538,-122.286865,Napa,California,19,0,0
A96,A96,Peterbilt,normal,34.500831,-117.185876,Apple Valley,California,17,0,0
A94,A94,Volvo,normal,37.957702,-121.29078,Stockton,California,67,0,0
A51,A51,Crane,normal,38.693723,-119.779683,Markleeville,California,0,0,1
A32,A32,Hino,normal,38.297538,-122.286865,Napa,California,17,0,0
A33,A33,Caterpillar,normal,40.761243,-123.994778,Kneeland,California,29,0,0
A39,A39,Caterpillar,normal,36.852455,-121.401602,Hollister,California,40,0,0
A92,A92,Volvo,normal,39.409608,-123.355566,Willits,California,66,0,0
A97,A97,Caterpillar,normal,38.716687,-121.364422,Antelope,California,75,0,0
A56,A56,Caterpillar,normal,34.354166,-119.059271,Santa Paula,California,65,0,0
A55,A55,Caterpillar,normal,38.297538,-122.286865,Napa,California,73,0,0
A27,A27,Peterbilt,normal,35.373292,-119.018712,Bakersfield,California,68,0,0
A20,A20,Western Star,normal,37.005782,-121.568275,Gilroy,California,70,0,0
A51,A51,Crane,normal,38.440467,-122.714431,Santa Rosa,California,26,0,0
A62,A62,Ford,normal,37.77493,-122.419416,San Francisco,California,74,0,0
A72,A72,Caterpillar,normal,38.161861,-121.611621,Isleton,California,32,0,0
A99,A99,Peterbilt,normal,40.563763,-122.238892,Palo Cedro,California,45,0,0
A25,A25,Volvo,normal,32.811161,-115.380264,Holtville,California,35,0,0
A36,A36,Ford,normal,38.440467,-122.714431,Santa Rosa,California,39,0,0
A85,A85,Ford,normal,39.017396,-122.057748,Arbuckle,California,0,0,1
A78,A78,Navistar,normal,37.639097,-120.996878,Modesto,California,70,0,0
A67,A67,Ford,normal,33.683947,-117.794694,Irvine,California,0,0,1
A7,A7,Ford,normal,34.44805,-119.242889,Ojai,California,70,0,0
A3,A3,Ford,normal,38.019366,-122.134132,Martinez,California,54,0,0
A81,A81,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,24,0,0
A27,A27,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,73,0,0
A20,A20,Western Star,normal,38.716687,-121.364422,Antelope,California,0,0,1
A9,A9,Volvo,normal,38.130197,-121.272447,Lodi,California,0,0,1
A85,A85,Ford,unsafe following distance,39.409608,-123.355566,Willits,California,33,1,0
A40,A40,Ford,normal,38.716687,-121.364422,Antelope,California,41,0,0
A33,A33,Caterpillar,lane departure,34.435829,-119.827639,Goleta,California,45,1,0
A17,A17,Western Star,normal,41.526509,-124.038407,Klamath,California,55,0,0
A47,A47,Peterbilt,normal,38.440467,-122.714431,Santa Rosa,California,45,0,0
A95,A95,Peterbilt,normal,33.846404,-118.046731,La Palma,California,69,0,0
A35,A35,Ford,normal,38.440467,-122.714431,Santa Rosa,California,56,0,0
A57,A57,Freightliner,normal,40.563763,-122.238892,Palo Cedro,California,34,0,0
A94,A94,Volvo,lane departure,39.017396,-122.057748,Arbuckle,California,0,1,1
A71,A71,Peterbilt,normal,36.471865,-6.196595,San Fernando,California,0,0,1
A42,A42,Volvo,normal,33.663357,-116.310009,La Quinta,California,58,0,0
A2,A2,Ford,normal,40.761243,-123.994778,Kneeland,California,48,0,0
